document,page,country,iso3,frequency
OCR-D10354641.json,27,Nepal,NPL,1
OCR-D10354641.json,27,Taiwan,,1
OCR-D10354641.json,27,South Korea,,1
OCR-D10354641.json,27,Sri Lanka,LKA,1
OCR-D10354641.json,27,Indonesia,IDN,1
OCR-D10354641.json,27,Malaysia,MYS,1
OCR-D10354641.json,27,China,CHN,1
OCR-D10354641.json,28,Hong Kong,HKG,1
OCR-D10354641.json,29,Japan,JPN,1
OCR-D10354641.json,29,United States,USA,1
OCR-D10354641.json,30,Greece,GRC,1
OCR-D10354641.json,30,Pakistan,PAK,1
OCR-D10354641.json,30,United States,USA,1
OCR-D10354641.json,30,India,IND,1
OCR-D10354641.json,30,Mexico,MEX,1
OCR-D10354641.json,30,Spain,ESP,1
OCR-D10354641.json,30,Italy,ITA,1
OCR-D10354641.json,30,Guatemala,GTM,1
OCR-D10354641.json,30,El Salvador,SLV,1
OCR-D10354641.json,30,Honduras,HND,1
OCR-D10354641.json,30,Malaysia,MYS,1
OCR-D10354641.json,30,Tanzania,,1
OCR-D10354641.json,32,Japan,JPN,1
OCR-D10354641.json,32,Vietnam,,1
OCR-D10354641.json,32,Australia,AUS,1
OCR-D10354641.json,32,United States,USA,1
OCR-D10354641.json,32,Brazil,BRA,1
OCR-D10354641.json,32,Nepal,NPL,1
OCR-D10354641.json,32,Philippines,PHL,1
OCR-D10354641.json,32,Canada,CAN,1
OCR-D10354641.json,33,Philippines,PHL,1
OCR-D10354641.json,35,United States,USA,1
OCR-D10354641.json,35,Nepal,NPL,1
OCR-D10354641.json,35,Sweden,SWE,1
OCR-D10354641.json,35,Mexico,MEX,1
OCR-D10354641.json,35,United Kingdom,GBR,1
OCR-D10354641.json,35,Canada,CAN,1
OCR-D10354641.json,35,China,CHN,1
OCR-D10354641.json,36,Australia,AUS,1
OCR-D10354641.json,36,China,CHN,1
OCR-D10354641.json,37,Italy,ITA,1
OCR-D10354641.json,37,Nepal,NPL,1
OCR-D10354641.json,37,India,IND,1
OCR-D10354641.json,37,China,CHN,1
OCR-D10354641.json,38,Chile,CHL,1
OCR-D10354641.json,38,Colombia,COL,1
OCR-D10354641.json,39,United States,USA,1
OCR-D10354641.json,40,United States,USA,1
OCR-D10354641.json,42,United States,USA,1
OCR-D10354641.json,43,United States,USA,1
OCR-D10354641.json,44,Germany,DEU,1
OCR-D10354641.json,45,United States,USA,1
OCR-D10354641.json,50,Switzerland,CHE,1
OCR-D10354641.json,50,Sweden,SWE,1
OCR-D10354641.json,51,Mexico,MEX,1
OCR-D10354641.json,52,Brazil,BRA,1
OCR-D10354641.json,53,China,CHN,1
